Thrinaxodon	Massetognathus	Probainognathus	Tritylodontids	Pachygenelus	Adelobasileus	Sinoconodon	Morganucodon	Megazostrodon	Haldanodon	Castorocauda	Hadrocodium	Shuotherium	Pseudotribos	Asfaltomylos	Ambondro	Ausktribosphenos	Bishops	Teinolophos	Steropodon	Obdurodon	Fruitafossor	Gobiconodon	Repenomamus	Amphilestes	Yanoconodon	Jeholodens	Trioracodon	Priacodon	Haramiyavia	Plagiaulacidans	Cimolodontans	Tinodon	Akidolestes	Spalacotherium	Maotherium	Zhangheotherium	Dryolestes	Henkelotherium	Amphitherium	Peramus	Vincelestes	Nanolestes	Kielantherium	Aegialodon	Montanalestes	Prokennalestes	Murtoilestes	Eomaia	Kennalestes	Asioryctes	Ukhaatherium	Zalambdalestes	Daulestes	Aspanlestes	Eoungulatum	Cimolestes	Gypsonictops	Protungulatum	Leptictis	Glyptotherium	Holoclemensia	Sinodelphys	Deltatheridium	Atokatheridium	Sulestes	Asiatherium	Kokopellia	Anchistodelphys	Albertatherium	Didelphodon	Pediomys	Turgidodon	Mayulestes	Pucadelphys	Andinodelphys
1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1
1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1
1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1
1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0
1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0
1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0
1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0
1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0
1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0
1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1
